Epoch,PSNR,PSNR,PSNR,PSNR
538,32.70896838,32.94630552,33.02039073,33.0378073
539,32.73168884,32.90389026,32.99062263,33.05016688
540,32.72727949,32.93234652,32.9878733,33.09529716
541,32.80465871,33.02575749,33.06028653,33.16259434
542,32.77167446,32.96041163,32.92393568,33.01380711
543,32.62406133,32.89100603,33.0075524,32.97478029
544,32.59285607,32.99755441,32.97301008,33.02787578
545,32.72183957,32.95597579,33.03071054,32.94693603
546,32.74074793,32.82115426,33.01222676,32.94370035
547,32.72501016,32.89384528,32.89197144,33.08992668
548,32.70792403,32.85519554,32.91343723,32.83473291
549,32.68609454,32.86404707,32.87939067,32.88358973
550,32.65624943,32.74087617,32.94925195,32.83517738
551,32.77619083,32.94840718,33.01443407,33.02578821
552,32.75399195,32.96695365,33.03018239,33.06908554
553,32.77830338,32.97501567,32.94088392,33.08414953
554,32.63137788,32.78623688,32.66396983,33.11643388
555,32.60953081,32.7944889,32.99467546,33.00708304
556,32.74966023,32.93386243,33.03851084,33.0315686
557,32.71566923,32.9950931,33.10442765,33.07520797
558,32.77633257,32.93950107,33.01117306,32.96003392
559,32.78922,32.8904478,32.93731918,33.01073259
560,32.56819397,32.76338237,32.972288,32.6139809
561,32.69198127,32.82775355,33.03538501,32.76491378
562,32.82275526,32.97343059,33.0183186,33.13930589
563,32.68593476,32.9403452,32.90706146,32.87864914
564,32.80492529,33.05516349,33.10719201,33.15429274
565,32.68877657,32.81359343,32.86393288,32.8773365
566,32.64914205,32.82634584,32.88337963,32.80303152
567,32.73809685,32.90493834,32.97411354,32.98415259
568,32.84980422,33.05974925,33.14922973,33.15887676
569,32.52431607,32.76908137,32.84497126,32.82969993
570,32.81867736,32.9996712,33.11954708,33.17965396
571,32.70731222,32.85610198,33.05153201,33.04468162
572,32.73614684,32.96249362,33.08920032,33.06831703
573,32.66285432,32.91328545,32.90355048,32.94653991
574,32.74603244,32.90924756,33.04373664,33.05596464
575,32.42892793,32.45275707,32.73278988,32.15224941
576,32.7298938,32.95030652,32.9925349,32.98449165
577,32.65927117,32.84506489,32.99988725,33.00834952
578,32.69126652,32.94283717,33.00659456,33.00490665
579,32.73386303,32.95265659,33.00365508,33.00236129
580,32.82114038,33.01926245,33.06891755,33.15369123
581,32.77963756,32.88811073,33.01965901,33.05718688
582,32.82596269,33.02404802,33.08245003,33.17127131
583,32.66583887,32.6974166,32.8759806,32.79579095
584,32.56856619,32.7806034,32.7965888,32.89357578
585,32.78450908,33.01978088,33.0921608,32.99163288
586,32.21987642,32.58402095,32.70054674,32.6119717
587,32.75929589,32.88820642,32.82724515,33.11260802
588,32.81246686,33.0569878,33.14490831,33.10113364
589,32.79678303,32.93228916,32.97322322,33.13399263
590,32.72116008,32.93710125,32.9180082,32.93130967
591,32.65601584,32.79132974,32.94999823,33.02625756
592,32.75760587,32.8169351,32.99928714,33.13671768
593,32.75279962,32.94664649,33.04455835,33.15510796
594,32.52911273,32.40395115,32.89094262,32.52463446
595,32.75884601,32.93559069,33.04669721,33.11633725
596,32.66851672,32.92126227,33.01208517,33.02888717
597,32.80372454,32.98045912,33.11116328,33.19444687
598,32.75565352,33.0216549,33.14658317,33.10564144
599,32.77016351,32.92958707,33.02170671,33.10132194
600,32.78281281,32.88257539,33.02724993,33.01027754
601,33.01063496,33.26589776,33.3525453,33.34372824
602,33.07420384,33.27761962,33.4224662,33.47921739
603,33.1028236,33.36032675,33.43419929,33.50293982
604,33.13681957,33.35755436,33.47281861,33.50555616
605,33.10160849,33.3229006,33.43787918,33.47011851
606,33.10498881,33.3303941,33.38221813,33.4214954
607,33.03951807,33.25904062,33.392374,33.41862386
608,33.11197204,33.31263516,33.45723865,33.44343607
609,33.09373542,33.30979254,33.45982408,33.42244049
610,33.08575737,33.31709919,33.46374353,33.44000693
611,33.05537703,33.27518585,33.37105489,33.40013986
612,33.09896744,33.34302702,33.44578528,33.46181762
613,33.02865358,33.25766155,33.37556716,33.39694482
614,33.10733623,33.35572503,33.46562869,33.50109173
615,33.12236175,33.39154528,33.45362206,33.4988057
616,33.11899516,33.34849752,33.45459246,33.47209649
617,33.08073723,33.30143428,33.39782783,33.42938642
618,33.07327574,33.32602071,33.36095631,33.46707114
619,33.10193269,33.30689705,33.40987807,33.46210256
620,33.04084124,33.27670753,33.30629301,33.40282591
621,33.11259344,33.30847136,33.4608496,33.47914906
622,33.05670441,33.34858861,33.40192957,33.41912528
623,33.06519725,33.2822809,33.42597199,33.4475436
624,33.05833961,33.3582229,33.43203189,33.48384618
625,33.10996776,33.37388357,33.45298821,33.4936636
626,33.08905551,33.33746044,33.48038644,33.51994317
627,33.12314118,33.36260902,33.42403727,33.48744847
628,33.02655782,33.29202961,33.40906569,33.38339614
629,33.04261325,33.29822978,33.39238061,33.44869815
630,33.13872093,33.42791602,33.49166385,33.54032588
631,32.98407685,33.3446787,33.43485572,33.42972262
632,33.10065611,33.32716736,33.4218412,33.47315367
633,33.12187838,33.34242491,33.40219609,33.48862269
634,33.09076552,33.35588692,33.39580373,33.44644754
635,33.15038722,33.42353706,33.54764896,33.53303464
636,33.13238762,33.39583271,33.43445174,33.48098989
637,33.15883806,33.38619827,33.46546265,33.53783355
638,33.08885703,33.35438305,33.38113186,33.46344403
639,33.12374934,33.35209914,33.43500625,33.51722363
640,32.97233097,33.26928253,33.19758208,33.23866519
641,33.1323108,33.41864305,33.48633111,33.54843613
642,33.09838172,33.37035288,33.45763155,33.53859153
643,33.0877698,33.38194558,33.46947177,33.51189952
644,33.08320596,33.32625248,33.42174995,33.50145434
645,33.10073043,33.37142616,33.46068622,33.48442516
646,33.13283945,33.353359,33.47727851,33.49093464
647,33.13436405,33.37497663,33.47980395,33.51962321
648,33.08099798,33.36295754,33.45925734,33.4522026
649,33.0579728,33.30990815,33.39839491,33.42641648
650,33.11117826,33.34833614,33.47370704,33.51111243
651,33.04829308,33.26926049,33.40794062,33.39906122
652,33.11939307,33.37101014,33.45009719,33.49991866
653,33.07795001,33.34798593,33.44258177,33.50999678
654,33.10035928,33.30796516,33.45756507,33.48373111
655,33.14224775,33.39052648,33.50900842,33.48740157
656,33.15583464,33.39909058,33.47564433,33.48478266
657,33.12486629,33.37583498,33.48864548,33.52953334
658,33.08257145,33.35860776,33.39972549,33.49757637
659,33.11693785,33.36515485,33.46193452,33.52809531
660,32.99544205,33.30044656,33.35514389,33.38668438
661,33.1224187,33.39880308,33.45312279,33.48036404
662,33.06655442,33.17359279,33.35738237,33.47849203
663,33.14751695,33.38554765,33.51593516,33.54753934
664,33.12740422,33.36135271,33.49978159,33.49207956
665,33.10984804,33.3697794,33.46778083,33.50263087
666,33.06759361,33.31075637,33.4356638,33.42309521
667,33.06737728,33.31702967,33.43076017,33.43320416
668,33.01446009,33.28247136,33.38139704,33.37570143
669,33.14219198,33.43557115,33.49013955,33.52880459
670,33.17689562,33.4287215,33.43352006,33.53760563
671,33.17468662,33.37993774,33.45438383,33.55568036
672,33.17069911,33.43609603,33.52621624,33.55384699
673,33.12776077,33.36284257,33.46870411,33.45850173
674,33.10350664,33.37900368,33.44722445,33.46324268
675,32.97315238,33.3122736,33.38246901,33.42707484
676,33.13902021,33.38093949,33.44205332,33.4433969
677,33.0808997,33.36159042,33.46102934,33.47559178
678,33.12023175,33.34228977,33.44385262,33.51197017
679,33.12908713,33.32611858,33.3661676,33.46075153
680,33.15167955,33.39513849,33.49649536,33.53766705
681,33.12761257,33.39750199,33.46127502,33.49397686
682,33.16302067,33.36967271,33.46579976,33.5313771
683,33.13209295,33.37221825,33.44998333,33.49804956
684,33.15160859,33.3812981,33.46654358,33.51914769
685,33.07186802,33.31033859,33.37405661,33.40190116
686,33.11064217,33.38365727,33.46940936,33.48778561
687,33.12260543,33.37039267,33.43575321,33.4958662
688,33.15867023,33.41758297,33.50310739,33.56413054
689,33.12376838,33.37346442,33.4589491,33.50039188
690,33.09916034,33.29929055,33.48498461,33.4330293
691,33.139904,33.36220306,33.50564777,33.51322567
692,33.08302167,33.3681804,33.46642887,33.52708644
693,33.16141427,33.41626818,33.49280473,33.53051295
694,33.08829911,33.35179382,33.45854778,33.46805123
695,33.05607229,33.34999294,33.43883334,33.49818995
696,33.12005422,33.2204088,33.38098525,33.32754552
697,33.07292253,33.37133117,33.43292625,33.49435513
698,33.07130672,33.32210508,33.36001026,33.40739036
699,33.14836707,33.42999406,33.49749355,33.50673094
700,33.12720658,33.41787126,33.50972686,33.49831311
701,33.07280888,33.39670508,33.48639891,33.44827117
702,33.10058683,33.35402504,33.44740154,33.486247
703,33.17112018,33.39847023,33.48808458,33.56020047
704,33.08073087,33.33899578,33.41516035,33.50156525
705,33.16440548,33.36105512,33.45150959,33.5567256
706,33.13574472,33.33278751,33.48393668,33.53841431
707,33.00740613,33.32560113,33.39467303,33.43924141
708,33.12945632,33.37609815,33.46622667,33.48526466
709,33.14379993,33.37014751,33.49016434,33.51429979
710,33.00667829,33.29539247,33.37888123,33.35191922
711,33.20325616,33.43513811,33.55209417,33.53170577
712,33.12116115,33.35932282,33.5029429,33.5621611
713,33.10520133,33.31760478,33.44096506,33.48507003
714,33.13458915,33.41690473,33.51136301,33.55338165
715,33.16399824,33.40805041,33.4743112,33.52045968
716,33.17994782,33.44415463,33.55551656,33.57594378
717,33.10283991,33.32604545,33.38686606,33.4671971
718,33.16607365,33.41596598,33.50940729,33.56962154
719,33.06484057,33.29485924,33.32765357,33.40024672
720,33.165834,33.38488345,33.48832507,33.51572593
721,33.16294381,33.4657865,33.53948739,33.56967291
722,33.15248098,33.38596839,33.48968818,33.54003426
723,32.98244909,33.27075614,33.36860706,33.40264301
724,33.15085556,33.3683568,33.47344529,33.37568324
725,33.17150131,33.36341103,33.46357976,33.49716095
726,33.2090323,33.42362758,33.50771687,33.55697691
727,33.13650747,33.39351609,33.49727163,33.55463044
728,33.11642365,33.36922211,33.46505624,33.52312034
729,33.15945353,33.44028461,33.49801152,33.56732189
730,33.16399524,33.42672079,33.46712255,33.56680633
731,33.06237147,33.29467907,33.38791914,33.48091638
732,32.97105576,33.21452334,33.24643504,33.31546406
733,33.18882773,33.46213497,33.54261547,33.55645913
734,33.15515961,33.41116681,33.53000901,33.55506828
735,33.13177687,33.39697239,33.50271297,33.47049332
736,33.13869316,33.39166204,33.46794157,33.50163553
737,33.13221053,33.39427819,33.45048444,33.57351917
738,33.09815382,33.34698653,33.45956054,33.49860794
739,33.18233328,33.44095103,33.51593112,33.56255014
740,33.02610459,33.33193002,33.38124335,33.28585008
741,33.13318919,33.37739273,33.44941633,33.49238196
742,33.15067172,33.43995553,33.51513529,33.54961199
743,33.13432126,33.35907503,33.51818364,33.44660004
744,33.15960915,33.41576831,33.51400424,33.54154248
745,33.11717218,33.37025509,33.43105402,33.44627947
746,33.1004235,33.35403209,33.42863256,33.50687643
747,33.14812512,33.41525317,33.49317632,33.54257907
748,33.16003267,33.4332837,33.5074308,33.56346404
749,33.10580494,33.33447717,33.43205053,33.4795295
750,33.08885367,33.33450277,33.44097262,33.44767396
751,33.14418595,33.35473077,33.4731371,33.55514263
752,33.11192471,33.40357893,33.49875623,33.5137103
753,33.03578311,33.23994417,33.38626297,33.4624263
754,33.12325788,33.43983003,33.52944228,33.54734073
755,33.18967955,33.44855743,33.54928827,33.62479117
756,33.16767074,33.42576748,33.51511045,33.53896466
757,33.12800757,33.3920518,33.51258307,33.4972031
758,33.16416259,33.38903217,33.47502497,33.55666082
759,33.16281959,33.4298395,33.49012437,33.58888242
760,33.08488628,33.38611899,33.46108528,33.51594836
761,33.13671287,33.42850734,33.49124013,33.53583293
762,33.1497659,33.43279621,33.48568125,33.44964467
763,33.1254395,33.39215181,33.45214101,33.53792041
764,33.11647984,33.41836665,33.4901353,33.52230316
765,33.1354761,33.27782537,33.47763074,33.42566994
766,33.06917706,33.34500036,33.48978579,33.48606719
767,33.12349735,33.44508254,33.57043312,33.56329687
768,33.14329144,33.40558817,33.54645337,33.49750982
769,33.10612303,33.36047666,33.42225321,33.52097985
770,33.12436028,33.38243723,33.46253,33.50322664
771,33.16834991,33.38561975,33.46058736,33.55429669
772,33.04856542,33.35794579,33.39757416,33.54512561
773,33.06572596,33.37371803,33.51751304,33.46436877
774,33.10594315,33.37188379,33.49908679,33.50930909
775,33.10772916,33.38349119,33.4832038,33.53993864
776,33.15250416,33.43364145,33.5221487,33.53797519
777,33.13561009,33.43205377,33.5160828,33.54140756
778,33.13855721,33.40875188,33.48177409,33.51101217
779,33.10592042,33.39482848,33.50650338,33.47445146
780,33.09137476,33.37288696,33.42493092,33.47164312
781,33.07694464,33.33724949,33.44554857,33.5010334
782,33.1409901,33.37551941,33.48179014,33.49560827
783,33.15007792,33.40967904,33.47246832,33.52352581
784,33.08345518,33.36317728,33.46215912,33.49212641
785,33.14012079,33.42935856,33.50758049,33.5889054
786,33.11684742,33.30905371,33.36162666,33.53422798
787,33.14290391,33.41062343,33.45655104,33.56692066
788,33.14664002,33.37377912,33.4877067,33.49516522
789,33.11156773,33.35531378,33.44105532,33.49460794
790,33.13538484,33.40361062,33.46312963,33.51407696
791,33.12005723,33.34536639,33.40247327,33.51797986
792,33.1639414,33.44198019,33.49373668,33.52327134
793,33.13408424,33.41348097,33.47489521,33.54911973
794,33.13651768,33.38015323,33.52798788,33.53827747
795,33.09349988,33.37360839,33.47279392,33.47413612
796,33.16690594,33.41949978,33.52071681,33.54712989
797,33.15786637,33.40758103,33.46728793,33.51483848
798,33.13087285,33.41425005,33.46519016,33.52397197
799,33.08758987,33.36533513,33.47547234,33.49368041
800,33.07818483,33.33387787,33.42139552,33.43729324
801,33.27980589,33.57400653,33.67744579,33.72216854
802,33.26065616,33.5488802,33.65302632,33.68278761
803,33.30544156,33.60568796,33.679192,33.72645149
804,33.27978081,33.58050663,33.66483593,33.73378581
805,33.30827627,33.59746402,33.70971902,33.75413684
806,33.31222814,33.59400492,33.71098526,33.76437957
807,33.30716071,33.59221411,33.69591104,33.74428235
808,33.32296257,33.6130932,33.70864016,33.7722539
809,33.29170276,33.59542289,33.71544768,33.75057867
810,33.30366861,33.61357917,33.72067255,33.75690105
811,33.29996069,33.62654032,33.70720448,33.76836773
812,33.30474662,33.58131238,33.6978911,33.72273819
813,33.27933529,33.58359207,33.68414958,33.70819215
814,33.31377007,33.6180129,33.72329196,33.74608298
815,33.32978303,33.61319331,33.69814373,33.74495212
816,33.31620958,33.60363254,33.69828187,33.71474874
817,33.29045811,33.57913812,33.67562209,33.7428419
818,33.33029138,33.62963198,33.7054213,33.76585138
819,33.3227725,33.6197095,33.72277588,33.76189824
820,33.31534046,33.60110838,33.70743919,33.72543228
821,33.33073414,33.60828952,33.70318029,33.70817194
822,33.34616899,33.63821449,33.72254749,33.74751452
823,33.31531574,33.63086123,33.67797896,33.74203982
824,33.31538569,33.60882943,33.67308048,33.7379801
825,33.32115033,33.6110988,33.72150553,33.75280228
826,33.28937981,33.59508496,33.6877568,33.73172889
827,33.33385608,33.62356714,33.71826954,33.76695427
828,33.29576033,33.54772726,33.66633578,33.69462861
829,33.33781723,33.62185672,33.71233195,33.73922664
830,33.31307855,33.626359,33.72084728,33.72988429
831,33.31227235,33.58851504,33.70368342,33.71982402
832,33.22132456,33.54949509,33.62579898,33.68165508
833,33.32631096,33.6102679,33.71619482,33.77297198
834,33.32929292,33.60838345,33.6978002,33.7536946
835,33.35018566,33.64017542,33.7232593,33.76341055
836,33.30654086,33.6172711,33.70241294,33.74440452
837,33.33945775,33.63086551,33.72453422,33.77859274
838,33.32936769,33.61738632,33.72335251,33.76258691
839,33.32683862,33.62825423,33.72088556,33.75282508
840,33.30534016,33.63429232,33.67756559,33.74958657
841,33.30907752,33.6011728,33.65964004,33.74233414
842,33.31769175,33.6196172,33.68622914,33.74548076
843,33.31055185,33.59920015,33.696088,33.72012472
844,33.30706731,33.59667567,33.67678249,33.74560252
845,33.31250351,33.59873528,33.6899034,33.72069556
846,33.32167939,33.6057949,33.67193103,33.74117754
847,33.3278186,33.63580872,33.71317563,33.77395418
848,33.33809223,33.62896217,33.70979215,33.76735146
849,33.29693998,33.58864455,33.67496153,33.71966118
850,33.32791928,33.60220918,33.69077775,33.74183218
851,33.33754581,33.62879361,33.70703323,33.75207862
852,33.30704142,33.60422689,33.68842732,33.73912109
853,33.31188139,33.60609259,33.7067128,33.73371209
854,33.27548055,33.59324319,33.65925025,33.72150641
855,33.29705017,33.59712716,33.68098667,33.74766589
856,33.31175148,33.60404866,33.69114794,33.73703097
857,33.29514413,33.60359015,33.68322067,33.72117427
858,33.32708711,33.62198613,33.71920589,33.7766125
859,33.25122558,33.57780768,33.65664249,33.73293167
860,33.26893794,33.53443889,33.65453064,33.69363657
861,33.29276087,33.5404163,33.65164174,33.7095642
862,33.28769501,33.60822327,33.68727166,33.75606619
863,33.31235301,33.62089388,33.70302584,33.75702295
864,33.31229009,33.6351022,33.70223343,33.77096425
865,33.29301742,33.66470147,33.71941707,33.77564564
866,33.31272903,33.64935976,33.73142845,33.79379996
867,33.30568305,33.58540664,33.69880098,33.73995901
868,33.32170235,33.61972485,33.72951328,33.75556347
869,33.32086901,33.61343787,33.69881156,33.7390438
870,33.31938061,33.62354829,33.73452272,33.76382004
871,33.32748361,33.63351972,33.72417135,33.75664311
872,33.30597262,33.61226446,33.71079467,33.7603795
873,33.3031389,33.61826651,33.70225502,33.72711897
874,33.3495378,33.65671393,33.74767065,33.78239506
875,33.3318298,33.64551759,33.71334174,33.77804628
876,33.29708952,33.59468721,33.6963275,33.76173651
877,33.3311194,33.65516226,33.73559761,33.76306594
878,33.29194214,33.5397328,33.67979294,33.66711206
879,33.32365495,33.60206268,33.70825984,33.72180125
880,33.32648169,33.6294818,33.69528247,33.76430729
881,33.31785745,33.64609697,33.71179846,33.75571957
882,33.31926563,33.62355524,33.715388,33.74859654
883,33.27234732,33.59539754,33.65839112,33.71171244
884,33.29852166,33.63594131,33.68701231,33.76868337
885,33.28962864,33.59633505,33.65360625,33.73644761
886,33.27435708,33.57141703,33.63646872,33.67174416
887,33.29509998,33.58245019,33.64188262,33.70090799
888,33.32582628,33.64589036,33.72455549,33.77955395
889,33.32381162,33.62224258,33.69522077,33.73422061
890,33.3143158,33.63677729,33.69456788,33.75117974
891,33.32405312,33.62573384,33.69076848,33.73300607
892,33.32948951,33.61551836,33.7048735,33.76644433
893,33.3258221,33.63251897,33.70517512,33.75580834
894,33.31032342,33.61206004,33.68862801,33.75663425
895,33.30710748,33.60316133,33.69056059,33.72479645
896,33.32786327,33.647839,33.71298763,33.75544929
897,33.31978268,33.60465696,33.71107495,33.7412127
898,33.2956174,33.51748879,33.65408775,33.71259282
899,33.32366998,33.6428128,33.71684424,33.77160914
900,33.07818483,33.33387787,33.42139552,33.43729324
901,33.27980589,33.57400653,33.67744579,33.72216854
902,33.26065616,33.5488802,33.65302632,33.68278761
903,33.30544156,33.60568796,33.679192,33.72645149
904,33.27978081,33.58050663,33.66483593,33.73378581
905,33.30827627,33.59746402,33.70971902,33.75413684
906,33.31222814,33.59400492,33.71098526,33.76437957
907,33.30716071,33.59221411,33.69591104,33.74428235
908,33.32296257,33.6130932,33.70864016,33.7722539
909,33.29170276,33.59542289,33.71544768,33.75057867
910,33.30366861,33.61357917,33.72067255,33.75690105
911,33.29996069,33.62654032,33.70720448,33.76836773
912,33.30474662,33.58131238,33.6978911,33.72273819
913,33.27933529,33.58359207,33.68414958,33.70819215
914,33.31377007,33.6180129,33.72329196,33.74608298
915,33.32978303,33.61319331,33.69814373,33.74495212
916,33.31620958,33.60363254,33.69828187,33.71474874
917,33.29045811,33.57913812,33.67562209,33.7428419
918,33.33029138,33.62963198,33.7054213,33.76585138
919,33.3227725,33.6197095,33.72277588,33.76189824
920,33.31534046,33.60110838,33.70743919,33.72543228
921,33.33073414,33.60828952,33.70318029,33.70817194
922,33.34616899,33.63821449,33.72254749,33.74751452
923,33.31531574,33.63086123,33.67797896,33.74203982
924,33.31538569,33.60882943,33.67308048,33.7379801
925,33.32115033,33.6110988,33.72150553,33.75280228
926,33.28937981,33.59508496,33.6877568,33.73172889
927,33.33385608,33.62356714,33.71826954,33.76695427
928,33.29576033,33.54772726,33.66633578,33.69462861
929,33.33781723,33.62185672,33.71233195,33.73922664
930,33.31307855,33.626359,33.72084728,33.72988429
931,33.31227235,33.58851504,33.70368342,33.71982402
932,33.22132456,33.54949509,33.62579898,33.68165508
933,33.32631096,33.6102679,33.71619482,33.77297198
934,33.32929292,33.60838345,33.6978002,33.7536946
935,33.35018566,33.64017542,33.7232593,33.76341055
936,33.30654086,33.6172711,33.70241294,33.74440452
937,33.33945775,33.63086551,33.72453422,33.77859274
938,33.32936769,33.61738632,33.72335251,33.76258691
939,33.32683862,33.62825423,33.72088556,33.75282508
940,33.30534016,33.63429232,33.67756559,33.74958657
941,33.30907752,33.6011728,33.65964004,33.74233414
942,33.31769175,33.6196172,33.68622914,33.74548076
943,33.31055185,33.59920015,33.696088,33.72012472
944,33.30706731,33.59667567,33.67678249,33.74560252
945,33.31250351,33.59873528,33.6899034,33.72069556
946,33.32167939,33.6057949,33.67193103,33.74117754
947,33.3278186,33.63580872,33.71317563,33.77395418
948,33.33809223,33.62896217,33.70979215,33.76735146
949,33.29693998,33.58864455,33.67496153,33.71966118
950,33.32791928,33.60220918,33.69077775,33.74183218
951,33.33754581,33.62879361,33.70703323,33.75207862
952,33.30704142,33.60422689,33.68842732,33.73912109
953,33.31188139,33.60609259,33.7067128,33.73371209
954,33.27548055,33.59324319,33.65925025,33.72150641
955,33.29705017,33.59712716,33.68098667,33.74766589
956,33.31175148,33.60404866,33.69114794,33.73703097
957,33.29514413,33.60359015,33.68322067,33.72117427
958,33.32708711,33.62198613,33.71920589,33.7766125
959,33.25122558,33.57780768,33.65664249,33.73293167
960,33.26893794,33.53443889,33.65453064,33.69363657
961,33.29276087,33.5404163,33.65164174,33.7095642
962,33.28769501,33.60822327,33.68727166,33.75606619
963,33.31235301,33.62089388,33.70302584,33.75702295
964,33.31229009,33.6351022,33.70223343,33.77096425
965,33.29301742,33.66470147,33.71941707,33.77564564
966,33.31272903,33.64935976,33.73142845,33.79379996
967,33.30568305,33.58540664,33.69880098,33.73995901
968,33.32170235,33.61972485,33.72951328,33.75556347
969,33.32086901,33.61343787,33.69881156,33.7390438
970,33.31938061,33.62354829,33.73452272,33.76382004
971,33.32748361,33.63351972,33.72417135,33.75664311
972,33.30597262,33.61226446,33.71079467,33.7603795
973,33.3031389,33.61826651,33.70225502,33.72711897
974,33.3495378,33.65671393,33.74767065,33.78239506
975,33.3318298,33.64551759,33.71334174,33.77804628
976,33.29708952,33.59468721,33.6963275,33.76173651
977,33.3311194,33.65516226,33.73559761,33.76306594
978,33.29194214,33.5397328,33.67979294,33.66711206
979,33.32365495,33.60206268,33.70825984,33.72180125
980,33.32648169,33.6294818,33.69528247,33.76430729
981,33.31785745,33.64609697,33.71179846,33.75571957
982,33.31926563,33.62355524,33.715388,33.74859654
983,33.27234732,33.59539754,33.65839112,33.71171244
984,33.29852166,33.63594131,33.68701231,33.76868337
985,33.28962864,33.59633505,33.65360625,33.73644761
986,33.27435708,33.57141703,33.63646872,33.67174416
987,33.29509998,33.58245019,33.64188262,33.70090799
988,33.32582628,33.64589036,33.72455549,33.77955395
989,33.32381162,33.62224258,33.69522077,33.73422061
990,33.3143158,33.63677729,33.69456788,33.75117974
991,33.32405312,33.62573384,33.69076848,33.73300607
992,33.32948951,33.61551836,33.7048735,33.76644433
993,33.3258221,33.63251897,33.70517512,33.75580834
994,33.31032342,33.61206004,33.68862801,33.75663425
995,33.30710748,33.60316133,33.69056059,33.72479645
996,33.32786327,33.647839,33.71298763,33.75544929
997,33.31978268,33.60465696,33.71107495,33.7412127
998,33.2956174,33.51748879,33.65408775,33.71259282
999,33.32366998,33.6428128,33.71684424,33.77160914
1000,33.32381162,33.62224258,33.69522077,33.73422061
