Epoch,Loss,PSNR
1,0.16169664710760118,17.041912571039948
2,0.0927394089102745,18.165427426252993
3,0.07909675657749177,19.621017314070578
4,0.07657275646924973,20.321920937477017
5,0.0683553695678711,19.913926389543068
6,0.06898884654045105,21.18494570826001
7,0.06371278181672096,21.412069237956523
8,0.06672545060515404,19.74371007026172
9,0.062113674581050875,21.92342060914918
10,0.05780471861362457,22.413285468576024
11,0.05572471112012863,22.60507576195017
12,0.05745384529232979,22.424478412685875
13,0.05272475272417068,23.034690065846068
14,0.05195561498403549,23.48574690495792
15,0.052687411606311796,23.482987150674976
16,0.056420334577560426,22.26999896248711
17,0.05205184638500213,23.976782163291215
18,0.05012272909283638,23.266353109032995
19,0.04985963150858879,24.28275671504175
20,0.04772042289376259,24.368178857770896
21,0.049703963696956635,23.70963891636484
22,0.04981911987066269,24.628333055713018
23,0.049446887820959094,24.400558524822397
24,0.04805793523788452,23.602701825872597
25,0.04716056510806084,23.96334233437424
26,0.04854494363069534,24.80593963625191
27,0.045467807799577716,25.733096510936367
28,0.04295869663357735,25.432791016576576
29,0.04463562458753586,24.77584435579453
30,0.04620325565338135,25.449465803421845
31,0.04287519454956055,24.78129897941111
32,0.043287376910448074,24.47453360257407
33,0.04353316158056259,25.579123987078173
34,0.0441106553375721,25.262349995345893
35,0.045243595987558366,24.468645317645755
36,0.04561257556080818,25.564317675439156
37,0.04277954831719399,26.000457992962854
38,0.04227653622627258,26.320507415451463
39,0.03941626891493797,26.63731023444669
40,0.03872561663389206,25.96484904438572
41,0.039027552753686905,26.40141776548323
42,0.041105873361229894,26.382534860955158
43,0.03906187981367111,26.918201179694766
44,0.04090739235281944,26.096504789564424
45,0.042427221089601515,25.735664566080914
46,0.03889291197061539,26.993035461678094
47,0.03777241975069046,25.446850135873998
48,0.03818098440766335,26.611996119388092
49,0.03760644629597664,27.085811880011843
50,0.03876919448375702,26.049284889217745
51,0.04062021434307098,26.37562889119511
52,0.03974565908312797,26.56275179078641
53,0.03910898715257645,26.940731431581423
54,0.036248798444867135,27.36939660475507
55,0.03656946785748005,27.01119962655792
56,0.037089807391166685,26.357093839801845
57,0.03745796024799347,26.360115679153466
58,0.037505528330802916,25.41944387824352
59,0.04113684296607971,26.940134441066085
60,0.03811934120953083,26.24697344259154
61,0.0384896482527256,27.357568163944634
62,0.03739687070250511,26.87638715401489
63,0.03682409711182118,26.80930492420463
64,0.03534518763422966,27.239819340733536
65,0.03463566668331623,27.838831462872403
66,0.03391021266579628,27.689140524595132
67,0.03552247017621994,27.673766504571052
68,0.03680040404200554,27.46329485048743
69,0.03485903903841972,27.115363414238605
70,0.03554607316851616,27.752758556098435
71,0.035144082456827166,27.84388172581574
72,0.03581391654908657,25.52056173976661
73,0.0378795313835144,26.698796434763697
74,0.03442914195358753,28.103548731517403
75,0.03387268960475922,27.900989638776334
76,0.035387279093265535,27.542315505348984
77,0.03437643729150295,27.660766162158744
78,0.03375374235212803,28.10216348912646
79,0.03460907056927681,28.080717985945977
