Epoch,Loss,PSNR
1,0.18589069664478303,16.232042558126704
2,0.09980035603046417,18.079468680846336
3,0.0854177588224411,18.569295755136963
4,0.07975285232067109,19.463832455537446
5,0.0776374500989914,18.435222678149632
6,0.07905780792236328,19.981521023016423
7,0.06992498531937599,20.380207105853252
8,0.06878296464681626,20.708064278647047
9,0.06358403801918029,20.888140342099863
10,0.0641375657916069,21.140232187250636
11,0.06251464068889617,21.150886245947905
12,0.06302091836929322,21.480021376821636
13,0.06084815263748169,21.594068679877896
14,0.059147675782442094,21.248514813869118
15,0.0629133190214634,22.076583202654962
16,0.05894415214657783,22.24778105145457
17,0.05820793151855469,22.12844448545243
18,0.05775768786668777,22.386899343606594
19,0.05657267853617668,22.78624340705119
20,0.05344342052936554,22.52983734574945
21,0.05777064710855484,22.25568736077726
22,0.0540612980723381,23.0878330759197
23,0.050109653621912005,23.158702534701746
24,0.05093051865696907,23.41224351231804
25,0.050531480461359024,23.549942639773246
26,0.04920550853013992,23.6867468312049
27,0.05016911640763283,23.755776790275192
28,0.05197718784213066,23.082560835982108
29,0.05504664897918701,22.977481883257067
30,0.052373552918434145,23.812265868896677
31,0.047600423395633695,23.94265303156568
32,0.046862929910421375,23.385874165774325
33,0.04902021050453186,24.122872536993313
34,0.05115060955286026,23.469417023029948
35,0.04937469184398651,23.979044176470623
36,0.04761215955018997,24.242603890312747
37,0.050964836478233334,22.725303163334686
38,0.05159920692443848,24.294917395955466
39,0.046798181533813474,24.359094625031776
40,0.04789261728525162,24.38197509153174
41,0.04558122932910919,24.682922255672466
42,0.04487056821584701,24.84673803541589
43,0.044581094682216646,24.767051193616442
44,0.04671417236328125,24.84633319548101
45,0.04615008845925331,25.015462312850556
46,0.04541994407773018,24.952262587527855
47,0.044140592664480206,24.62594039803787
48,0.046095040887594224,24.722784030626983
49,0.044106913059949876,25.235969363093762
50,0.04312057405710221,25.144589124883478
51,0.045566720813512804,24.767894792743117
52,0.045849243849515914,25.22646963719973
53,0.04519550457596779,25.295256319616954
54,0.04319473907351494,25.165223899490343
55,0.04199606664478779,25.504414315620394
56,0.04310208722949028,24.12841370351307
57,0.045479450672864914,25.372461272423028
58,0.0430618155002594,24.945488411454992
59,0.04349654778838158,25.4985647198355
60,0.04153125196695328,25.58891486769645
61,0.04250199094414711,25.774825682614225
62,0.04462824136018753,24.90591077103941
63,0.04296146884560585,25.62526873269775
64,0.04160263270139694,25.5492205138078
65,0.041865420341491696,25.644240619360087
66,0.040845259726047516,25.943938694147224
67,0.041812782287597654,25.922789779997256
68,0.04259774252772331,25.766223059847597
69,0.04091141380369663,25.897359230683637
70,0.04312712654471398,25.620381207633685
71,0.04334013342857361,25.936756333321693
72,0.04167376726865769,25.41648384073613
73,0.043186031579971314,25.867850593844427
74,0.04107574075460434,25.56338332030015
75,0.041015964299440384,25.907905871635975
76,0.04169818639755249,25.97473244042292
77,0.04297551617026329,25.31411909691298
78,0.04248569488525391,26.070743952250304
79,0.042726668119430544,26.006348391663423
80,0.04195634588599205,25.497980192452896
81,0.04074653416872025,26.176478839087892
82,0.03971779026091099,26.226493590453945
83,0.039758454337716104,26.091787738375203
84,0.042357194125652316,25.237115353456996
85,0.04188912034034729,26.08272987978055
86,0.04069519937038422,26.241191548753775
87,0.0384586863219738,26.402701342434554
88,0.03939216673374176,26.140053992033778
89,0.039898257851600644,26.286151433394345
90,0.04168605506420135,25.910591264385936
91,0.040762836039066316,26.29687309910789
92,0.039516656696796416,26.247578658285715
93,0.040138578563928606,26.297327981500086
94,0.039121803939342496,25.884781210750614
95,0.0400097706913948,26.409226063362805
96,0.03903426289558411,26.378326638776596
97,0.04009911447763443,26.129436081408574
98,0.04046592094004154,26.218239349534066
99,0.03909626170992851,26.39205185792611
100,0.03955494150519371,26.068825407828715
101,0.04022541031241417,26.36328511498733
102,0.03848766714334488,26.549054118845167
103,0.03907606922090054,26.196307036424045
104,0.03918084442615509,26.36157604123131
105,0.041608482003211975,25.73998868684446
106,0.03968228444457054,26.425475767760517
107,0.03884051963686943,26.3249025315307
108,0.03841586008667946,26.59208229077467
